src_index,src_id,assembly_uid,assembly_accession,organism,taxid,ftp_path,md5,filename
143,refseq-NZ-766147-PRJNA224116-SAMN00792442-GCF_000213735.1-.-Shigella_flexneri_K_227.fna,466768,GCF_000213735.1,Shigella flexneri K-227 (enterobacteria),766147,genomes/all/GCF/000/213/735/GCF_000213735.1_ASM21373v2/GCF_000213735.1_ASM21373v2_genomic.fna.gz,fc63c31e2f8686a1cee4c518ec99a19d,GCF_000213735.1.fa.gz
144,refseq-NZ-766148-PRJNA224116-SAMN00792444-GCF_000213715.1-.-Shigella_flexneri_K_272.fna,466748,GCF_000213715.1,Shigella flexneri K-272 (enterobacteria),766148,genomes/all/GCF/000/213/715/GCF_000213715.1_ASM21371v2/GCF_000213715.1_ASM21371v2_genomic.fna.gz,4aa3b93832fd12d7092a0526cad7fc39,GCF_000213715.1.fa.gz
145,refseq-NZ-766149-PRJNA224116-SAMN00792445-GCF_000213755.1-.-Shigella_flexneri_K_304.fna,466788,GCF_000213755.1,Shigella flexneri K-304 (enterobacteria),766149,genomes/all/GCF/000/213/755/GCF_000213755.1_ASM21375v2/GCF_000213755.1_ASM21375v2_genomic.fna.gz,5cc985a48e87eba129448b66b3b43fa6,GCF_000213755.1.fa.gz
146,refseq-NZ-766150-PRJNA224116-SAMN00113465-GCF_000268165.1-.-Shigella_flexneri_K_315.fna,486188,GCF_000268165.1,Shigella flexneri K-315 (enterobacteria),766150,genomes/all/GCF/000/268/165/GCF_000268165.1_ASM26816v1/GCF_000268165.1_ASM26816v1_genomic.fna.gz,39ad9356b748e29a69a1bd0eb674c9db,GCF_000268165.1.fa.gz
147,refseq-NZ-766152-PRJNA224116-SAMN00792446-GCF_000213435.1-.-Shigella_flexneri_K_671.fna,466808,GCF_000213435.1,Shigella flexneri K-671 (enterobacteria),766152,genomes/all/GCF/000/213/435/GCF_000213435.1_ASM21343v2/GCF_000213435.1_ASM21343v2_genomic.fna.gz,8cc0557ffa69a5f877aa5e8536f6fed2,GCF_000213435.1.fa.gz
148,refseq-NZ-766153-PRJNA224116-SAMN00017000-GCF_000268245.1-.-Shigella_flexneri_K_1770.fna,486168,GCF_000268245.1,Shigella flexneri K-1770 (enterobacteria),766153,genomes/all/GCF/000/268/245/GCF_000268245.1_ASM26824v1/GCF_000268245.1_ASM26824v1_genomic.fna.gz,173b47a5157c9bccb8545f0366d3d7ff,GCF_000268245.1.fa.gz
149,refseq-NZ-766155-PRJNA224116-SAMN00017661-GCF_000296305.1-.-Shigella_flexneri_1485_80.fna,493648,GCF_000296305.1,Shigella flexneri 1485-80 (enterobacteria),766155,genomes/all/GCF/000/296/305/GCF_000296305.1_ASM29630v1/GCF_000296305.1_ASM29630v1_genomic.fna.gz,2ce506c354b52401a89a8afdbb39b7c2,GCF_000296305.1.fa.gz
150,refseq-NZ-766158-PRJNA224116-SAMN00017001-GCF_000268085.1-.-Shigella_flexneri_2850_71.fna,486128,GCF_000268085.1,Shigella flexneri 2850-71 (enterobacteria),766158,genomes/all/GCF/000/268/085/GCF_000268085.1_ASM26808v1/GCF_000268085.1_ASM26808v1_genomic.fna.gz,1973fc4a95583f0900f219aec61a9138,GCF_000268085.1.fa.gz
151,refseq-NZ-766159-PRJNA179801-SAMN00792448-NZ_AFHD-.-Shigella_flexneri_2930_71.fna,466868,GCF_000213495.1,Shigella flexneri 2930-71 (enterobacteria),766159,genomes/all/GCF/000/213/495/GCF_000213495.1_ASM21349v2/GCF_000213495.1_ASM21349v2_genomic.fna.gz,8a7d125461a8b4db385b385b0604b728,GCF_000213495.1.fa.gz
152,refseq-NZ-766160-PRJNA179800-SAMN00792449-NZ_AFHC-.-Shigella_flexneri_4343_70.fna,466848,GCF_000213475.1,Shigella flexneri 4343-70 (enterobacteria),766160,genomes/all/GCF/000/213/475/GCF_000213475.1_ASM21347v2/GCF_000213475.1_ASM21347v2_genomic.fna.gz,aad8652392a257b3ca41b97470367f09,GCF_000213475.1.fa.gz
153,refseq-NZ-766161-PRJNA224116-SAMN00017231-GCF_000281795.1-.-Shigella_flexneri_6603_63.fna,471388,GCF_000281795.1,Shigella flexneri 6603-63 (enterobacteria),766161,genomes/all/GCF/000/281/795/GCF_000281795.1_ASM28179v1/GCF_000281795.1_ASM28179v1_genomic.fna.gz,d4bebe98644787fd876b4f04172ef83c,GCF_000281795.1.fa.gz
154,refseq-NZ-766162-PRJNA224116-SAMN00210757-GCF_000268045.1-.-Shigella_sonnei_3226_85.fna,486268,GCF_000268045.1,Shigella sonnei 3226-85 (enterobacteria),766162,genomes/all/GCF/000/268/045/GCF_000268045.1_ASM26804v1/GCF_000268045.1_ASM26804v1_genomic.fna.gz,a13a4ebe432b6369a8014d555561ee4b,GCF_000268045.1.fa.gz
155,refseq-NZ-766163-PRJNA170462-SAMN00110653-NZ_AKND-.-Shigella_sonnei_3233_85.fna,486288,GCF_000268005.1,Shigella sonnei 3233-85 (enterobacteria),766163,genomes/all/GCF/000/268/005/GCF_000268005.1_ASM26800v1/GCF_000268005.1_ASM26800v1_genomic.fna.gz,b5df51e70161f21614c54cd7790709b0,GCF_000268005.1.fa.gz
156,refseq-NZ-766164-PRJNA180553-SAMN00017228-NZ_AKNE-.-Shigella_sonnei_4822_66.fna,486308,GCF_000268225.1,Shigella sonnei 4822-66 (enterobacteria),766164,genomes/all/GCF/000/268/225/GCF_000268225.1_ASM26822v1/GCF_000268225.1_ASM26822v1_genomic.fna.gz,63d83e47dd7ed3431087301b93dba006,GCF_000268225.1.fa.gz
157,refseq-NZ-932676-PRJNA179635-SAMN02472079-NZ_AERN-.-Shigella_boydii_ATCC_9905.fna,463068,GCF_000193915.1,Shigella boydii ATCC 9905 (enterobacteria),932676,genomes/all/GCF/000/193/915/GCF_000193915.1_ASM19391v2/GCF_000193915.1_ASM19391v2_genomic.fna.gz,196a1c09931c5f66e1dfcdfd332028de,GCF_000193915.1.fa.gz
158,refseq-NZ-941429-PRJNA179634-SAMN02472086-NZ_AERM-.-Shigella_dysenteriae_CDC_74_1112.fna,463048,GCF_000193895.1,Shigella dysenteriae CDC 74-1112 (enterobacteria),941429,genomes/all/GCF/000/193/895/GCF_000193895.1_ASM19389v2/GCF_000193895.1_ASM19389v2_genomic.fna.gz,58045714a4550f15ee3c2c2dbffdd21d,GCF_000193895.1.fa.gz
159,refseq-NZ-945360-PRJNA179636-SAMN02472087-NZ_AERO-.-Shigella_flexneri_CDC_796_83.fna,463088,GCF_000193935.1,Shigella flexneri CDC 796-83 (enterobacteria),945360,genomes/all/GCF/000/193/935/GCF_000193935.1_ASM19393v2/GCF_000193935.1_ASM19393v2_genomic.fna.gz,80568a6af0006ffbb7da23c96daeba96,GCF_000193935.1.fa.gz
160,refseq-NC-316401-PRJNA224116-.-GCF_000210475.1-.-Escherichia_coli_ETEC_H10407.fna,379808,GCF_000210475.1,Escherichia coli ETEC H10407 (E. coli),316401,genomes/all/GCF/000/210/475/GCF_000210475.1_ASM21047v1/GCF_000210475.1_ASM21047v1_genomic.fna.gz,afc50614b33a09e959632cbd824a8682,GCF_000210475.1.fa.gz
161,refseq-NC-362663-PRJNA224116-SAMN02604181-GCF_000013305.1-.-Escherichia_coli_536.fna,34408,GCF_000013305.1,Escherichia coli 536 (E. coli),362663,genomes/all/GCF/000/013/305/GCF_000013305.1_ASM1330v1/GCF_000013305.1_ASM1330v1_genomic.fna.gz,3625b5997ef8b58a6dd21b09dcd78830,GCF_000013305.1.fa.gz
163,refseq-NC-405955-PRJNA224116-SAMN02603424-GCF_000014845.1-.-Escherichia_coli_APEC_O1.fna,35948,GCF_000014845.1,Escherichia coli APEC O1 (E. coli),405955,genomes/all/GCF/000/014/845/GCF_000014845.1_ASM1484v1/GCF_000014845.1_ASM1484v1_genomic.fna.gz,4839ae0df3b210139c9d9c8fc349e42b,GCF_000014845.1.fa.gz
164,refseq-NC-431946-PRJNA224116-.-GCF_000010485.1-.-Escherichia_coli_SE15.fna,380618,GCF_000010485.1,Escherichia coli SE15 (E. coli),431946,genomes/all/GCF/000/010/485/GCF_000010485.1_ASM1048v1/GCF_000010485.1_ASM1048v1_genomic.fna.gz,3601969dc62f0d11106766e899a40c05,GCF_000010485.1.fa.gz
166,refseq-NC-595495-PRJNA224116-SAMN00016779-GCF_000147855.2-.-Escherichia_coli_KO11FL.fna,359678,GCF_000147855.2,Escherichia coli KO11FL (E. coli),595495,genomes/all/GCF/000/147/855/GCF_000147855.2_ASM14785v3/GCF_000147855.2_ASM14785v3_genomic.fna.gz,d21f1e97331a61ae6953825a48a03f27,GCF_000147855.2.fa.gz
167,refseq-NC-866768-PRJNA224116-SAMN00002656-GCF_000023665.1-.-Escherichia_coli_BL21_Gold_DE3_pLysS_AG_.fna,44328,GCF_000023665.1,Escherichia coli 'BL21-Gold(DE3)pLysS AG' (E. coli),866768,genomes/all/GCF/000/023/665/GCF_000023665.1_ASM2366v1/GCF_000023665.1_ASM2366v1_genomic.fna.gz,ef75499ac173715756c5939b4176ebb6,GCF_000023665.1.fa.gz
168,refseq-NC-910348-PRJNA224116-SAMN02603904-GCF_000257275.1-.-Escherichia_coli_P12b.fna,378418,GCF_000257275.1,Escherichia coli P12b (E. coli),910348,genomes/all/GCF/000/257/275/GCF_000257275.1_ASM25727v1/GCF_000257275.1_ASM25727v1_genomic.fna.gz,c7187a9bbfec584c3361bcc1bb91f7bb,GCF_000257275.1.fa.gz
169,refseq-NZ-1005402-PRJNA224116-SAMN01041333-GCF_000316425.1-.-Escherichia_coli_90.2281.fna,548941,GCF_000316425.2,Escherichia coli 90.2281 (E. coli),1005402,genomes/all/GCF/000/316/425/GCF_000316425.2_ASM31642v2/GCF_000316425.2_ASM31642v2_genomic.fna.gz,3af318efd21ec805d27f997021f16a7c,GCF_000316425.2.fa.gz
170,refseq-NZ-1005410-PRJNA224116-SAMN01041346-GCF_000316905.1-.-Escherichia_coli_96.0428.fna,549201,GCF_000316905.2,Escherichia coli 96.0428 (E. coli),1005410,genomes/all/GCF/000/316/905/GCF_000316905.2_ASM31690v2/GCF_000316905.2_ASM31690v2_genomic.fna.gz,4fdc13b5b71deffa106edf83d5ada632,GCF_000316905.2.fa.gz
171,refseq-NZ-1005418-PRJNA224116-SAMN01041352-GCF_000316725.1-.-Escherichia_coli_97.1742.fna,549061,GCF_000316725.2,Escherichia coli 97.1742 (E. coli),1005418,genomes/all/GCF/000/316/725/GCF_000316725.2_ASM31672v2/GCF_000316725.2_ASM31672v2_genomic.fna.gz,c6e51f712d71c4f7a85f2cf3120eed27,GCF_000316725.2.fa.gz
172,refseq-NZ-1005432-PRJNA188358-SAMN01112697-NZ_AOEB-.-Escherichia_coli_99.0839.fna,549581,GCF_000335255.2,Escherichia coli 99.0839 (E. coli),1005432,genomes/all/GCF/000/335/255/GCF_000335255.2_ASM33525v2/GCF_000335255.2_ASM33525v2_genomic.fna.gz,92a66b62bca1a078d4bc62c982e4d0d1,GCF_000335255.2.fa.gz
173,refseq-NZ-1005441-PRJNA224116-SAMN00808720-GCF_000303235.1-.-Escherichia_coli_0.1304.fna,552791,GCF_000303235.2,Escherichia coli 0.1304 (E. coli),1005441,genomes/all/GCF/000/303/235/GCF_000303235.2_ASM30323v2/GCF_000303235.2_ASM30323v2_genomic.fna.gz,b4e85cbf4d312df3b1df97ad955422a8,GCF_000303235.2.fa.gz
174,refseq-NZ-1005487-PRJNA188368-SAMN01112701-NZ_AOEL-.-Escherichia_coli_PA2.fna,549691,GCF_000335355.2,Escherichia coli PA2 (E. coli),1005487,genomes/all/GCF/000/335/355/GCF_000335355.2_ASM33535v2/GCF_000335355.2_ASM33535v2_genomic.fna.gz,984d03f8e37d62c73ea376e0aa25c867,GCF_000335355.2.fa.gz
175,refseq-NZ-1005497-PRJNA180536-SAMN02435925-NZ_AKLI-.-Escherichia_coli_PA22.fna,485628,GCF_000267085.1,Escherichia coli PA22 (E. coli),1005497,genomes/all/GCF/000/267/085/GCF_000267085.1_ASM26708v1/GCF_000267085.1_ASM26708v1_genomic.fna.gz,26825569e9538a4a9391343ec3462733,GCF_000267085.1.fa.gz
176,refseq-NZ-1005499-PRJNA224116-SAMN02435950-GCF_000267805.1-.-Escherichia_coli_PA24.fna,551351,GCF_000267805.2,Escherichia coli PA24 (E. coli),1005499,genomes/all/GCF/000/267/805/GCF_000267805.2_ASM26780v2/GCF_000267805.2_ASM26780v2_genomic.fna.gz,82820091086ff105a9b1f1c92ab00402,GCF_000267805.2.fa.gz
177,refseq-NZ-1005501-PRJNA224116-SAMN02435926-GCF_000267765.1-.-Escherichia_coli_PA28.fna,546051,GCF_000267765.2,Escherichia coli PA28 (E. coli),1005501,genomes/all/GCF/000/267/765/GCF_000267765.2_ASM26776v2/GCF_000267765.2_ASM26776v2_genomic.fna.gz,7da33ca50d3b4d3e171db13281c36baa,GCF_000267765.2.fa.gz
178,refseq-NZ-1005507-PRJNA224116-SAMN02435919-GCF_000267685.1-.-Escherichia_coli_PA39.fna,545971,GCF_000267685.2,Escherichia coli PA39 (E. coli),1005507,genomes/all/GCF/000/267/685/GCF_000267685.2_ASM26768v2/GCF_000267685.2_ASM26768v2_genomic.fna.gz,a9cc6299ec008aec18ff42286f9a5709,GCF_000267685.2.fa.gz
179,refseq-NZ-1005510-PRJNA224116-SAMN02435979-GCF_000267645.1-.-Escherichia_coli_PA42.fna,545931,GCF_000267645.2,Escherichia coli PA42 (E. coli),1005510,genomes/all/GCF/000/267/645/GCF_000267645.2_ASM26764v2/GCF_000267645.2_ASM26764v2_genomic.fna.gz,61b62e703cb339219da5ca769fe65e59,GCF_000267645.2.fa.gz
180,refseq-NZ-1005514-PRJNA224116-SAMN00794587-GCF_000303915.1-.-Escherichia_coli_PA49.fna,548161,GCF_000303915.2,Escherichia coli PA49 (E. coli),1005514,genomes/all/GCF/000/303/915/GCF_000303915.2_ASM30391v2/GCF_000303915.2_ASM30391v2_genomic.fna.gz,073ee32e767ba1b81c0bdd6e4bfbdec7,GCF_000303915.2.fa.gz
181,refseq-NZ-1005519-PRJNA224116-SAMN02435952-GCF_000267605.1-.-Escherichia_coli_TW09098.fna,545911,GCF_000267605.2,Escherichia coli TW09098 (E. coli),1005519,genomes/all/GCF/000/267/605/GCF_000267605.2_ASM26760v2/GCF_000267605.2_ASM26760v2_genomic.fna.gz,4323dcbb2e47caca577e5ac951ee18b8,GCF_000267605.2.fa.gz
182,refseq-NZ-1005531-PRJNA224116-SAMN02435930-GCF_000267305.1-.-Escherichia_coli_EC4439.fna,545671,GCF_000267305.2,Escherichia coli EC4439 (E. coli),1005531,genomes/all/GCF/000/267/305/GCF_000267305.2_ASM26730v2/GCF_000267305.2_ASM26730v2_genomic.fna.gz,957258f17f13a5c11153981edf8832c5,GCF_000267305.2.fa.gz
183,refseq-NZ-1005550-PRJNA224116-SAMN00808713-GCF_000303395.1-.-Escherichia_coli_EC1865.fna,547831,GCF_000303395.2,Escherichia coli EC1865 (E. coli),1005550,genomes/all/GCF/000/303/395/GCF_000303395.2_ASM30339v2/GCF_000303395.2_ASM30339v2_genomic.fna.gz,80c580ca412339c9374f4f7241decfda,GCF_000303395.2.fa.gz
184,refseq-NZ-1005558-PRJNA224116-SAMN00794592-GCF_000303995.1-.-Escherichia_coli_5905.fna,548241,GCF_000303995.2,Escherichia coli 5905 (E. coli),1005558,genomes/all/GCF/000/303/995/GCF_000303995.2_ASM30399v2/GCF_000303995.2_ASM30399v2_genomic.fna.gz,70db2405686a93fccf0d53aecebbee49,GCF_000303995.2.fa.gz
185,refseq-NZ-1005560-PRJNA224116-SAMN00794594-GCF_000304035.1-.-Escherichia_coli_EC96038.fna,548271,GCF_000304035.2,Escherichia coli EC96038 (E. coli),1005560,genomes/all/GCF/000/304/035/GCF_000304035.2_ASM30403v2/GCF_000304035.2_ASM30403v2_genomic.fna.gz,a8de1777faa81ab57c6676da47bb6322,GCF_000304035.2.fa.gz
186,refseq-NZ-1005561-PRJNA224116-SAMN02435973-GCF_000304055.1-.-Escherichia_coli_5412.fna,548291,GCF_000304055.2,Escherichia coli 5412 (E. coli),1005561,genomes/all/GCF/000/304/055/GCF_000304055.2_ASM30405v2/GCF_000304055.2_ASM30405v2_genomic.fna.gz,e7ca2f93a77caf99fd5929436c3ed94a,GCF_000304055.2.fa.gz
187,refseq-NZ-1005566-PRJNA224116-SAMN00808699-GCF_000303655.1-.-Escherichia_coli_07798.fna,548021,GCF_000303655.2,Escherichia coli 07798 (E. coli),1005566,genomes/all/GCF/000/303/655/GCF_000303655.2_ASM30365v2/GCF_000303655.2_ASM30365v2_genomic.fna.gz,3cecaa8095cd620774dcaf44bccbdea0,GCF_000303655.2.fa.gz
188,refseq-NZ-1048266-PRJNA181572-SAMN02596705-.-.-Escherichia_coli_O104_H4_str._09_7901.fna,467788,GCF_000235225.1,Escherichia coli O104:H4 str. 09-7901 (E. coli),1048266,genomes/all/GCF/000/235/225/GCF_000235225.1_Esch_coli_09-7901_V2/GCF_000235225.1_Esch_coli_09-7901_V2_genomic.fna.gz,a3dbf4ee6be9844f9ab2377a706e45b4,GCF_000235225.1.fa.gz
189,refseq-NZ-1051349-PRJNA188365-SAMN01112590-NZ_AOEI-.-Escherichia_coli_PA11.fna,549731,GCF_000335415.2,Escherichia coli PA11 (E. coli),1051349,genomes/all/GCF/000/335/415/GCF_000335415.2_ASM33541v2/GCF_000335415.2_ASM33541v2_genomic.fna.gz,c11af4f9676aba34b6519560800613ab,GCF_000335415.2.fa.gz
190,refseq-NZ-1051351-PRJNA188366-SAMN01112591-NZ_AOEJ-.-Escherichia_coli_PA19.fna,549671,GCF_000335335.2,Escherichia coli PA19 (E. coli),1051351,genomes/all/GCF/000/335/335/GCF_000335335.2_ASM33533v2/GCF_000335335.2_ASM33533v2_genomic.fna.gz,9b747a7aea863d346c9a5b582ddaf3ef,GCF_000335335.2.fa.gz
191,refseq-NZ-1068618-PRJNA181580-SAMN02596712-.-.-Escherichia_coli_O104_H4_str._11_4632_C2.fna,468628,GCF_000235105.1,Escherichia coli O104:H4 str. 11-4632 C2 (E. coli),1068618,genomes/all/GCF/000/235/105/GCF_000235105.1_Esch_coli_11-4632_C2_V2/GCF_000235105.1_Esch_coli_11-4632_C2_V2_genomic.fna.gz,7dad9b5ddb8aa2bf4bc0cd8faf3f4ae7,GCF_000235105.1.fa.gz
192,refseq-NZ-1078031-PRJNA190307-SAMN02952924-NZ_AGTJ-.-Escherichia_coli_O121_H19_str._MT_2.fna,354861,GCF_000234275.2,Escherichia coli O121:H19 str. MT#2 (E. coli),1078031,genomes/all/GCF/000/234/275/GCF_000234275.2_ASM23427v3/GCF_000234275.2_ASM23427v3_genomic.fna.gz,752be42cba233b02084d21c90e2cca23,GCF_000234275.2.fa.gz
193,refseq-NZ-1081887-PRJNA224116-SAMN01112698-GCF_000340455.1-.-Escherichia_coli_09BKT078844.fna,552361,GCF_000340455.2,Escherichia coli 09BKT078844 (E. coli),1081887,genomes/all/GCF/000/340/455/GCF_000340455.2_ASM34045v2/GCF_000340455.2_ASM34045v2_genomic.fna.gz,efe8886239ede1a94432724f168616a0,GCF_000340455.2.fa.gz
194,refseq-NZ-1089445-PRJNA180421-SAMN02470913-NZ_AJPQ-.-Escherichia_coli_AI27.fna,482448,GCF_000259135.1,Escherichia coli AI27 (E. coli),1089445,genomes/all/GCF/000/259/135/GCF_000259135.1_ECAI27.hybrid.1/GCF_000259135.1_ECAI27.hybrid.1_genomic.fna.gz,8191d66b5c378e4ad9c98dd820b62f88,GCF_000259135.1.fa.gz
195,refseq-NZ-1090927-PRJNA224116-SAMN02472043-GCF_000353545.1-.-Escherichia_coli_O104_H4_str._E92_11.fna,567198,GCF_000353545.1,Escherichia coli O104:H4 str. E92/11 (E. coli),1090927,genomes/all/GCF/000/353/545/GCF_000353545.1_E92_11NrN01/GCF_000353545.1_E92_11NrN01_genomic.fna.gz,843b5d50eba431e57db2a91209a761cf,GCF_000353545.1.fa.gz
196,refseq-NZ-1116007-PRJNA197948-SAMN00829263-NZ_AQEB-.-Escherichia_coli_2731150.fna,563161,GCF_000354895.2,Escherichia coli 2731150 (E. coli),1116007,genomes/all/GCF/000/354/895/GCF_000354895.2_ASM35489v2/GCF_000354895.2_ASM35489v2_genomic.fna.gz,ccdaba96675917efba510c993ebf2406,GCF_000354895.2.fa.gz
197,refseq-NZ-1116013-PRJNA197944-SAMN00829258-NZ_AQDX-.-Escherichia_coli_2762100.fna,673058,GCF_000355535.1,Escherichia coli 2762100 (E. coli),1116013,genomes/all/GCF/000/355/535/GCF_000355535.1_ASM35553v1/GCF_000355535.1_ASM35553v1_genomic.fna.gz,5e08a2b2bd30f293e560ad165b19691e,GCF_000355535.1.fa.gz
198,refseq-NZ-1116018-PRJNA197936-SAMN00829269-NZ_AQDP-.-Escherichia_coli_2850400.fna,573938,GCF_000355055.1,Escherichia coli 2850400 (E. coli),1116018,genomes/all/GCF/000/355/055/GCF_000355055.1_ASM35505v1/GCF_000355055.1_ASM35505v1_genomic.fna.gz,037cbef72b252163827ab015b3a3c352,GCF_000355055.1.fa.gz
199,refseq-NZ-1116023-PRJNA197931-SAMN00829274-NZ_AQDK-.-Escherichia_coli_2861200.fna,563201,GCF_000355035.2,Escherichia coli 2861200 (E. coli),1116023,genomes/all/GCF/000/355/035/GCF_000355035.2_ASM35503v2/GCF_000355035.2_ASM35503v2_genomic.fna.gz,42620d88ff529c9a2abf07d23a0a0962,GCF_000355035.2.fa.gz
200,refseq-NZ-1116027-PRJNA197781-SAMN00829277-NZ_APXJ-.-Escherichia_coli_2866350.fna,563831,GCF_000356505.2,Escherichia coli 2866350 (E. coli),1116027,genomes/all/GCF/000/356/505/GCF_000356505.2_ASM35650v2/GCF_000356505.2_ASM35650v2_genomic.fna.gz,c85acc47fa327a2fdfbcf22a3fff1678,GCF_000356505.2.fa.gz
201,refseq-NZ-1116036-PRJNA197782-SAMN00829286-NZ_APXK-.-Escherichia_coli_2875150.fna,578698,GCF_000356245.1,Escherichia coli 2875150 (E. coli),1116036,genomes/all/GCF/000/356/245/GCF_000356245.1_ASM35624v1/GCF_000356245.1_ASM35624v1_genomic.fna.gz,2120b8373ac303f24616464952cc6264,GCF_000356245.1.fa.gz
202,refseq-NZ-1116045-PRJNA197798-SAMN00829350-NZ_APYA-.-Escherichia_coli_P0299438.10.fna,564241,GCF_000357585.2,Escherichia coli P0299438.10 (E. coli),1116045,genomes/all/GCF/000/357/585/GCF_000357585.2_ASM35758v2/GCF_000357585.2_ASM35758v2_genomic.fna.gz,95d32ab53bc7fa44a7dd278b443742fb,GCF_000357585.2.fa.gz
203,refseq-NZ-1116051-PRJNA197812-SAMN00829368-NZ_APYO-.-Escherichia_coli_P0299917.5.fna,579778,GCF_000357325.1,Escherichia coli P0299917.5 (E. coli),1116051,genomes/all/GCF/000/357/325/GCF_000357325.1_ASM35732v1/GCF_000357325.1_ASM35732v1_genomic.fna.gz,8aa00aba71498b84cf469f01de52388d,GCF_000357325.1.fa.gz
204,refseq-NZ-1116052-PRJNA197813-SAMN00829367-NZ_APYP-.-Escherichia_coli_P0299917.6.fna,564121,GCF_000357345.2,Escherichia coli P0299917.6 (E. coli),1116052,genomes/all/GCF/000/357/345/GCF_000357345.2_ASM35734v2/GCF_000357345.2_ASM35734v2_genomic.fna.gz,67d3029a58813b55284faf87806c5fdd,GCF_000357345.2.fa.gz
205,refseq-NZ-1116061-PRJNA197911-SAMN00829316-NZ_AQCQ-.-Escherichia_coli_MP021017.5.fna,554111,GCF_000354515.2,Escherichia coli MP021017.5 (E. coli),1116061,genomes/all/GCF/000/354/515/GCF_000354515.2_ASM35451v2/GCF_000354515.2_ASM35451v2_genomic.fna.gz,e9fd05b9da0967a4e6df9a7ed430bbc6,GCF_000354515.2.fa.gz
206,refseq-NZ-1116069-PRJNA197820-SAMN00829405-NZ_APYW-.-Escherichia_coli_P0301867.5.fna,564751,GCF_000358855.2,Escherichia coli P0301867.5 (E. coli),1116069,genomes/all/GCF/000/358/855/GCF_000358855.2_ASM35885v2/GCF_000358855.2_ASM35885v2_genomic.fna.gz,36e3283aa279528cb90f0bce990de328,GCF_000358855.2.fa.gz
207,refseq-NZ-1116077-PRJNA197854-SAMN00829418-NZ_AQAE-.-Escherichia_coli_P0302293.8.fna,579418,GCF_000356965.1,Escherichia coli P0302293.8 (E. coli),1116077,genomes/all/GCF/000/356/965/GCF_000356965.1_ASM35696v1/GCF_000356965.1_ASM35696v1_genomic.fna.gz,cdc75b96750b9b14e23fba092d5949dd,GCF_000356965.1.fa.gz
208,refseq-NZ-1116084-PRJNA197882-SAMN00829519-NZ_AQBH-.-Escherichia_coli_P0305260.10.fna,564371,GCF_000357925.2,Escherichia coli P0305260.10 (E. coli),1116084,genomes/all/GCF/000/357/925/GCF_000357925.2_ASM35792v2/GCF_000357925.2_ASM35792v2_genomic.fna.gz,3a7e386734127f4c01c670c4e4c70ab2,GCF_000357925.2.fa.gz
209,refseq-NZ-1116090-PRJNA197898-SAMN00829541-NZ_AQBX-.-Escherichia_coli_p0305293.2.fna,564661,GCF_000358635.2,Escherichia coli p0305293.2 (E. coli),1116090,genomes/all/GCF/000/358/635/GCF_000358635.2_ASM35863v2/GCF_000358635.2_ASM35863v2_genomic.fna.gz,c51fd320d9af225600858f06fb51dd84,GCF_000358635.2.fa.gz
210,refseq-NZ-1116095-PRJNA197903-SAMN00829546-NZ_AQCC-.-Escherichia_coli_p0305293.7.fna,564821,GCF_000359095.2,Escherichia coli p0305293.7 (E. coli),1116095,genomes/all/GCF/000/359/095/GCF_000359095.2_ASM35909v2/GCF_000359095.2_ASM35909v2_genomic.fna.gz,5005972632643bb64189c80d5ded999e,GCF_000359095.2.fa.gz
211,refseq-NZ-1116098-PRJNA197894-SAMN00829536-NZ_AQBT-.-Escherichia_coli_p0305293.10.fna,581008,GCF_000358555.1,Escherichia coli p0305293.10 (E. coli),1116098,genomes/all/GCF/000/358/555/GCF_000358555.1_ASM35855v1/GCF_000358555.1_ASM35855v1_genomic.fna.gz,8ee5be901bf5eade6558f2ea34fe39e4,GCF_000358555.1.fa.gz
212,refseq-NZ-1116101-PRJNA197832-SAMN00829539-NZ_APZI-.-Escherichia_coli_p0305293.13.fna,563971,GCF_000356865.2,Escherichia coli p0305293.13 (E. coli),1116101,genomes/all/GCF/000/356/865/GCF_000356865.2_ASM35686v2/GCF_000356865.2_ASM35686v2_genomic.fna.gz,aaa3527e57d7f00fb4a8325afb029684,GCF_000356865.2.fa.gz
213,refseq-NZ-1116102-PRJNA197897-SAMN00829540-NZ_AQBW-.-Escherichia_coli_p0305293.15.fna,564651,GCF_000358615.2,Escherichia coli p0305293.15 (E. coli),1116102,genomes/all/GCF/000/358/615/GCF_000358615.2_ASM35861v2/GCF_000358615.2_ASM35861v2_genomic.fna.gz,ec7341c649c1e951f7e210f6d773227f,GCF_000358615.2.fa.gz
214,refseq-NZ-1116116-PRJNA197785-SAMN00829296-NZ_APXN-.-Escherichia_coli_BCE030_MS_09.fna,578838,GCF_000356385.1,Escherichia coli BCE030_MS-09 (E. coli),1116116,genomes/all/GCF/000/356/385/GCF_000356385.1_ASM35638v1/GCF_000356385.1_ASM35638v1_genomic.fna.gz,75d3ad8349e4c9cdbff05f00835eb7a5,GCF_000356385.1.fa.gz
215,refseq-NZ-1116126-PRJNA197999-SAMN00829265-NZ_AQGG-.-Escherichia_coli_2846750.fna,563901,GCF_000356685.2,Escherichia coli 2846750 (E. coli),1116126,genomes/all/GCF/000/356/685/GCF_000356685.2_ASM35668v2/GCF_000356685.2_ASM35668v2_genomic.fna.gz,bfc3824b1ae9044ab8d2e5d6095f05fd,GCF_000356685.2.fa.gz
