index,id,assembly_uid,assembly_accession,organism,url,file,md5
130,refseq-NZ-623-PRJNA224116-SAMN02745623-GCF_000710235.1-.-Shigella_flexneri.fna,188201,GCF_000710235.1,Shigella flexneri (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/710/235/GCF_000710235.1_ASM71023v1/GCF_000710235.1_ASM71023v1_genomic.fna.gz,GCF_000710235.1.fasta.gz,9c08139852b281353f769998071aaf5a
131,refseq-NZ-754077-PRJNA179983-SAMN00017655-NZ_AGRD-.-Shigella_sonnei_str._Moseley.fna,471408,GCF_000281815.1,Shigella sonnei str. Moseley (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/815/GCF_000281815.1_ASM28181v1/GCF_000281815.1_ASM28181v1_genomic.fna.gz,GCF_000281815.1.fasta.gz,44d0dcd74feaddd6f9050f7fa6625473
132,refseq-NZ-754091-PRJNA180546-SAMN00016949-NZ_AKMW-.-Shigella_flexneri_CCH060.fna,486148,GCF_000267985.1,Shigella flexneri CCH060 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/985/GCF_000267985.1_ASM26798v1/GCF_000267985.1_ASM26798v1_genomic.fna.gz,GCF_000267985.1.fasta.gz,aff631eb3f2650ebe20412e22dfab8fe
133,refseq-NZ-754092-PRJNA179823-SAMN00017129-NZ_AFOW-.-Shigella_flexneri_J1713.fna,467468,GCF_000217895.1,Shigella flexneri SFJ17B (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/895/GCF_000217895.1_ASM21789v2/GCF_000217895.1_ASM21789v2_genomic.fna.gz,GCF_000217895.1.fasta.gz,d615e39744cc704dc6bab0af181d9c92
134,refseq-NZ-754093-PRJNA224116-SAMN00792434-GCF_000164925.1-.-Shigella_dysenteriae_1617.fna,235178,GCF_000164925.1,Shigella dysenteriae 1617 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/925/GCF_000164925.1_ASM16492v1/GCF_000164925.1_ASM16492v1_genomic.fna.gz,GCF_000164925.1.fasta.gz,04e81a1ce7095a7ace6bb71f24b364b5
135,refseq-NZ-766138-PRJNA224116-SAMN00016948-GCF_000268145.1-.-Shigella_boydii_965_58.fna,486228,GCF_000268145.1,Shigella boydii 965-58 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/145/GCF_000268145.1_ASM26814v1/GCF_000268145.1_ASM26814v1_genomic.fna.gz,GCF_000268145.1.fasta.gz,7bc8e5ab0d2371434532b12e4b082d5c
136,refseq-NZ-766139-PRJNA224116-SAMN00792437-GCF_000211955.1-.-Shigella_boydii_3594_74.fna,466588,GCF_000211955.1,Shigella boydii 3594-74 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/955/GCF_000211955.1_ASM21195v2/GCF_000211955.1_ASM21195v2_genomic.fna.gz,GCF_000211955.1.fasta.gz,3236e356dcead5851bedd4d8788d926d
137,refseq-NZ-766140-PRJNA180551-SAMN00752565-NZ_AKNB-.-Shigella_boydii_4444_74.fna,486248,GCF_000268185.1,Shigella boydii 4444-74 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/185/GCF_000268185.1_ASM26818v1/GCF_000268185.1_ASM26818v1_genomic.fna.gz,GCF_000268185.1.fasta.gz,82b00dfd3763a838c1a6ef1fb550ed67
138,refseq-NZ-766141-PRJNA179789-SAMN00792438-NZ_AFGE-.-Shigella_boydii_5216_82.fna,466628,GCF_000211975.1,Shigella boydii 5216-82 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/975/GCF_000211975.1_ASM21197v2/GCF_000211975.1_ASM21197v2_genomic.fna.gz,GCF_000211975.1.fasta.gz,bbb7404c09d7f5999623fe6ed2b1e321
139,refseq-NZ-766142-PRJNA179784-SAMN00792439-NZ_AFFZ-.-Shigella_dysenteriae_155_74.fna,466528,GCF_000211935.1,Shigella dysenteriae 155-74 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/935/GCF_000211935.1_ASM21193v2/GCF_000211935.1_ASM21193v2_genomic.fna.gz,GCF_000211935.1.fasta.gz,2de43c415d14e2ee09c63c4cbd3f181f
140,refseq-NZ-766143-PRJNA180555-SAMN00752563-NZ_AKNG-.-Shigella_dysenteriae_225_75.fna,486348,GCF_000268105.1,Shigella dysenteriae 225-75 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/105/GCF_000268105.1_ASM26810v1/GCF_000268105.1_ASM26810v1_genomic.fna.gz,GCF_000268105.1.fasta.gz,480dedbfcef1497b198216db20b811e5
141,refseq-NZ-766145-PRJNA179794-SAMN00792440-NZ_AFGW-.-Shigella_flexneri_VA_6.fna,466728,GCF_000213695.1,Shigella flexneri VA-6 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/695/GCF_000213695.1_ASM21369v2/GCF_000213695.1_ASM21369v2_genomic.fna.gz,GCF_000213695.1.fasta.gz,6f37cb21275559a3715921924268e3ca
142,refseq-NZ-766146-PRJNA224116-SAMN00792441-GCF_000213675.1-.-Shigella_flexneri_K_218.fna,466708,GCF_000213675.1,Shigella flexneri K-218 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/675/GCF_000213675.1_ASM21367v2/GCF_000213675.1_ASM21367v2_genomic.fna.gz,GCF_000213675.1.fasta.gz,5e5a2f300669100e4cd3f66cb066350f
143,refseq-NZ-766147-PRJNA224116-SAMN00792442-GCF_000213735.1-.-Shigella_flexneri_K_227.fna,466768,GCF_000213735.1,Shigella flexneri K-227 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/735/GCF_000213735.1_ASM21373v2/GCF_000213735.1_ASM21373v2_genomic.fna.gz,GCF_000213735.1.fasta.gz,fc63c31e2f8686a1cee4c518ec99a19d
144,refseq-NZ-766148-PRJNA224116-SAMN00792444-GCF_000213715.1-.-Shigella_flexneri_K_272.fna,466748,GCF_000213715.1,Shigella flexneri K-272 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/715/GCF_000213715.1_ASM21371v2/GCF_000213715.1_ASM21371v2_genomic.fna.gz,GCF_000213715.1.fasta.gz,4aa3b93832fd12d7092a0526cad7fc39
145,refseq-NZ-766149-PRJNA224116-SAMN00792445-GCF_000213755.1-.-Shigella_flexneri_K_304.fna,466788,GCF_000213755.1,Shigella flexneri K-304 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/755/GCF_000213755.1_ASM21375v2/GCF_000213755.1_ASM21375v2_genomic.fna.gz,GCF_000213755.1.fasta.gz,5cc985a48e87eba129448b66b3b43fa6
146,refseq-NZ-766150-PRJNA224116-SAMN00113465-GCF_000268165.1-.-Shigella_flexneri_K_315.fna,486188,GCF_000268165.1,Shigella flexneri K-315 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/165/GCF_000268165.1_ASM26816v1/GCF_000268165.1_ASM26816v1_genomic.fna.gz,GCF_000268165.1.fasta.gz,39ad9356b748e29a69a1bd0eb674c9db
147,refseq-NZ-766152-PRJNA224116-SAMN00792446-GCF_000213435.1-.-Shigella_flexneri_K_671.fna,466808,GCF_000213435.1,Shigella flexneri K-671 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/435/GCF_000213435.1_ASM21343v2/GCF_000213435.1_ASM21343v2_genomic.fna.gz,GCF_000213435.1.fasta.gz,8cc0557ffa69a5f877aa5e8536f6fed2
148,refseq-NZ-766153-PRJNA224116-SAMN00017000-GCF_000268245.1-.-Shigella_flexneri_K_1770.fna,486168,GCF_000268245.1,Shigella flexneri K-1770 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/245/GCF_000268245.1_ASM26824v1/GCF_000268245.1_ASM26824v1_genomic.fna.gz,GCF_000268245.1.fasta.gz,173b47a5157c9bccb8545f0366d3d7ff
149,refseq-NZ-766155-PRJNA224116-SAMN00017661-GCF_000296305.1-.-Shigella_flexneri_1485_80.fna,493648,GCF_000296305.1,Shigella flexneri 1485-80 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/305/GCF_000296305.1_ASM29630v1/GCF_000296305.1_ASM29630v1_genomic.fna.gz,GCF_000296305.1.fasta.gz,2ce506c354b52401a89a8afdbb39b7c2
150,refseq-NZ-766158-PRJNA224116-SAMN00017001-GCF_000268085.1-.-Shigella_flexneri_2850_71.fna,486128,GCF_000268085.1,Shigella flexneri 2850-71 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/085/GCF_000268085.1_ASM26808v1/GCF_000268085.1_ASM26808v1_genomic.fna.gz,GCF_000268085.1.fasta.gz,1973fc4a95583f0900f219aec61a9138
151,refseq-NZ-766159-PRJNA179801-SAMN00792448-NZ_AFHD-.-Shigella_flexneri_2930_71.fna,466868,GCF_000213495.1,Shigella flexneri 2930-71 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/495/GCF_000213495.1_ASM21349v2/GCF_000213495.1_ASM21349v2_genomic.fna.gz,GCF_000213495.1.fasta.gz,8a7d125461a8b4db385b385b0604b728
152,refseq-NZ-766160-PRJNA179800-SAMN00792449-NZ_AFHC-.-Shigella_flexneri_4343_70.fna,466848,GCF_000213475.1,Shigella flexneri 4343-70 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/475/GCF_000213475.1_ASM21347v2/GCF_000213475.1_ASM21347v2_genomic.fna.gz,GCF_000213475.1.fasta.gz,aad8652392a257b3ca41b97470367f09
153,refseq-NZ-766161-PRJNA224116-SAMN00017231-GCF_000281795.1-.-Shigella_flexneri_6603_63.fna,471388,GCF_000281795.1,Shigella flexneri 6603-63 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/795/GCF_000281795.1_ASM28179v1/GCF_000281795.1_ASM28179v1_genomic.fna.gz,GCF_000281795.1.fasta.gz,d4bebe98644787fd876b4f04172ef83c
154,refseq-NZ-766162-PRJNA224116-SAMN00210757-GCF_000268045.1-.-Shigella_sonnei_3226_85.fna,486268,GCF_000268045.1,Shigella sonnei 3226-85 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/045/GCF_000268045.1_ASM26804v1/GCF_000268045.1_ASM26804v1_genomic.fna.gz,GCF_000268045.1.fasta.gz,a13a4ebe432b6369a8014d555561ee4b
155,refseq-NZ-766163-PRJNA170462-SAMN00110653-NZ_AKND-.-Shigella_sonnei_3233_85.fna,486288,GCF_000268005.1,Shigella sonnei 3233-85 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/005/GCF_000268005.1_ASM26800v1/GCF_000268005.1_ASM26800v1_genomic.fna.gz,GCF_000268005.1.fasta.gz,b5df51e70161f21614c54cd7790709b0
156,refseq-NZ-766164-PRJNA180553-SAMN00017228-NZ_AKNE-.-Shigella_sonnei_4822_66.fna,486308,GCF_000268225.1,Shigella sonnei 4822-66 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/225/GCF_000268225.1_ASM26822v1/GCF_000268225.1_ASM26822v1_genomic.fna.gz,GCF_000268225.1.fasta.gz,63d83e47dd7ed3431087301b93dba006
157,refseq-NZ-932676-PRJNA179635-SAMN02472079-NZ_AERN-.-Shigella_boydii_ATCC_9905.fna,463068,GCF_000193915.1,Shigella boydii ATCC 9905 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/915/GCF_000193915.1_ASM19391v2/GCF_000193915.1_ASM19391v2_genomic.fna.gz,GCF_000193915.1.fasta.gz,196a1c09931c5f66e1dfcdfd332028de
158,refseq-NZ-941429-PRJNA179634-SAMN02472086-NZ_AERM-.-Shigella_dysenteriae_CDC_74_1112.fna,463048,GCF_000193895.1,Shigella dysenteriae CDC 74-1112 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/895/GCF_000193895.1_ASM19389v2/GCF_000193895.1_ASM19389v2_genomic.fna.gz,GCF_000193895.1.fasta.gz,58045714a4550f15ee3c2c2dbffdd21d
159,refseq-NZ-945360-PRJNA179636-SAMN02472087-NZ_AERO-.-Shigella_flexneri_CDC_796_83.fna,463088,GCF_000193935.1,Shigella flexneri CDC 796-83 (enterobacteria),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/935/GCF_000193935.1_ASM19393v2/GCF_000193935.1_ASM19393v2_genomic.fna.gz,GCF_000193935.1.fasta.gz,80568a6af0006ffbb7da23c96daeba96
160,refseq-NC-316401-PRJNA224116-.-GCF_000210475.1-.-Escherichia_coli_ETEC_H10407.fna,379808,GCF_000210475.1,Escherichia coli ETEC H10407 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/475/GCF_000210475.1_ASM21047v1/GCF_000210475.1_ASM21047v1_genomic.fna.gz,GCF_000210475.1.fasta.gz,afc50614b33a09e959632cbd824a8682
161,refseq-NC-362663-PRJNA224116-SAMN02604181-GCF_000013305.1-.-Escherichia_coli_536.fna,34408,GCF_000013305.1,Escherichia coli 536 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/305/GCF_000013305.1_ASM1330v1/GCF_000013305.1_ASM1330v1_genomic.fna.gz,GCF_000013305.1.fasta.gz,3625b5997ef8b58a6dd21b09dcd78830
163,refseq-NC-405955-PRJNA224116-SAMN02603424-GCF_000014845.1-.-Escherichia_coli_APEC_O1.fna,35948,GCF_000014845.1,Escherichia coli APEC O1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/845/GCF_000014845.1_ASM1484v1/GCF_000014845.1_ASM1484v1_genomic.fna.gz,GCF_000014845.1.fasta.gz,4839ae0df3b210139c9d9c8fc349e42b
164,refseq-NC-431946-PRJNA224116-.-GCF_000010485.1-.-Escherichia_coli_SE15.fna,380618,GCF_000010485.1,Escherichia coli SE15 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/485/GCF_000010485.1_ASM1048v1/GCF_000010485.1_ASM1048v1_genomic.fna.gz,GCF_000010485.1.fasta.gz,3601969dc62f0d11106766e899a40c05
166,refseq-NC-595495-PRJNA224116-SAMN00016779-GCF_000147855.2-.-Escherichia_coli_KO11FL.fna,359678,GCF_000147855.2,Escherichia coli KO11FL (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/855/GCF_000147855.2_ASM14785v3/GCF_000147855.2_ASM14785v3_genomic.fna.gz,GCF_000147855.2.fasta.gz,d21f1e97331a61ae6953825a48a03f27
167,refseq-NC-866768-PRJNA224116-SAMN00002656-GCF_000023665.1-.-Escherichia_coli_BL21_Gold_DE3_pLysS_AG_.fna,44328,GCF_000023665.1,Escherichia coli 'BL21-Gold(DE3)pLysS AG' (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/665/GCF_000023665.1_ASM2366v1/GCF_000023665.1_ASM2366v1_genomic.fna.gz,GCF_000023665.1.fasta.gz,ef75499ac173715756c5939b4176ebb6
168,refseq-NC-910348-PRJNA224116-SAMN02603904-GCF_000257275.1-.-Escherichia_coli_P12b.fna,378418,GCF_000257275.1,Escherichia coli P12b (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/275/GCF_000257275.1_ASM25727v1/GCF_000257275.1_ASM25727v1_genomic.fna.gz,GCF_000257275.1.fasta.gz,c7187a9bbfec584c3361bcc1bb91f7bb
169,refseq-NZ-1005402-PRJNA224116-SAMN01041333-GCF_000316425.1-.-Escherichia_coli_90.2281.fna,548941,GCF_000316425.2,Escherichia coli 90.2281 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/425/GCF_000316425.2_ASM31642v2/GCF_000316425.2_ASM31642v2_genomic.fna.gz,GCF_000316425.2.fasta.gz,3af318efd21ec805d27f997021f16a7c
170,refseq-NZ-1005410-PRJNA224116-SAMN01041346-GCF_000316905.1-.-Escherichia_coli_96.0428.fna,549201,GCF_000316905.2,Escherichia coli 96.0428 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/905/GCF_000316905.2_ASM31690v2/GCF_000316905.2_ASM31690v2_genomic.fna.gz,GCF_000316905.2.fasta.gz,4fdc13b5b71deffa106edf83d5ada632
171,refseq-NZ-1005418-PRJNA224116-SAMN01041352-GCF_000316725.1-.-Escherichia_coli_97.1742.fna,549061,GCF_000316725.2,Escherichia coli 97.1742 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/725/GCF_000316725.2_ASM31672v2/GCF_000316725.2_ASM31672v2_genomic.fna.gz,GCF_000316725.2.fasta.gz,c6e51f712d71c4f7a85f2cf3120eed27
172,refseq-NZ-1005432-PRJNA188358-SAMN01112697-NZ_AOEB-.-Escherichia_coli_99.0839.fna,549581,GCF_000335255.2,Escherichia coli 99.0839 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/255/GCF_000335255.2_ASM33525v2/GCF_000335255.2_ASM33525v2_genomic.fna.gz,GCF_000335255.2.fasta.gz,92a66b62bca1a078d4bc62c982e4d0d1
173,refseq-NZ-1005441-PRJNA224116-SAMN00808720-GCF_000303235.1-.-Escherichia_coli_0.1304.fna,552791,GCF_000303235.2,Escherichia coli 0.1304 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/303/235/GCF_000303235.2_ASM30323v2/GCF_000303235.2_ASM30323v2_genomic.fna.gz,GCF_000303235.2.fasta.gz,b4e85cbf4d312df3b1df97ad955422a8
174,refseq-NZ-1005487-PRJNA188368-SAMN01112701-NZ_AOEL-.-Escherichia_coli_PA2.fna,549691,GCF_000335355.2,Escherichia coli PA2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/355/GCF_000335355.2_ASM33535v2/GCF_000335355.2_ASM33535v2_genomic.fna.gz,GCF_000335355.2.fasta.gz,984d03f8e37d62c73ea376e0aa25c867
175,refseq-NZ-1005497-PRJNA180536-SAMN02435925-NZ_AKLI-.-Escherichia_coli_PA22.fna,485628,GCF_000267085.1,Escherichia coli PA22 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/085/GCF_000267085.1_ASM26708v1/GCF_000267085.1_ASM26708v1_genomic.fna.gz,GCF_000267085.1.fasta.gz,26825569e9538a4a9391343ec3462733
176,refseq-NZ-1005499-PRJNA224116-SAMN02435950-GCF_000267805.1-.-Escherichia_coli_PA24.fna,551351,GCF_000267805.2,Escherichia coli PA24 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/805/GCF_000267805.2_ASM26780v2/GCF_000267805.2_ASM26780v2_genomic.fna.gz,GCF_000267805.2.fasta.gz,82820091086ff105a9b1f1c92ab00402
177,refseq-NZ-1005501-PRJNA224116-SAMN02435926-GCF_000267765.1-.-Escherichia_coli_PA28.fna,546051,GCF_000267765.2,Escherichia coli PA28 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/765/GCF_000267765.2_ASM26776v2/GCF_000267765.2_ASM26776v2_genomic.fna.gz,GCF_000267765.2.fasta.gz,7da33ca50d3b4d3e171db13281c36baa
178,refseq-NZ-1005507-PRJNA224116-SAMN02435919-GCF_000267685.1-.-Escherichia_coli_PA39.fna,545971,GCF_000267685.2,Escherichia coli PA39 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/685/GCF_000267685.2_ASM26768v2/GCF_000267685.2_ASM26768v2_genomic.fna.gz,GCF_000267685.2.fasta.gz,a9cc6299ec008aec18ff42286f9a5709
179,refseq-NZ-1005510-PRJNA224116-SAMN02435979-GCF_000267645.1-.-Escherichia_coli_PA42.fna,545931,GCF_000267645.2,Escherichia coli PA42 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/645/GCF_000267645.2_ASM26764v2/GCF_000267645.2_ASM26764v2_genomic.fna.gz,GCF_000267645.2.fasta.gz,61b62e703cb339219da5ca769fe65e59
180,refseq-NZ-1005514-PRJNA224116-SAMN00794587-GCF_000303915.1-.-Escherichia_coli_PA49.fna,548161,GCF_000303915.2,Escherichia coli PA49 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/303/915/GCF_000303915.2_ASM30391v2/GCF_000303915.2_ASM30391v2_genomic.fna.gz,GCF_000303915.2.fasta.gz,073ee32e767ba1b81c0bdd6e4bfbdec7
181,refseq-NZ-1005519-PRJNA224116-SAMN02435952-GCF_000267605.1-.-Escherichia_coli_TW09098.fna,545911,GCF_000267605.2,Escherichia coli TW09098 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/605/GCF_000267605.2_ASM26760v2/GCF_000267605.2_ASM26760v2_genomic.fna.gz,GCF_000267605.2.fasta.gz,4323dcbb2e47caca577e5ac951ee18b8
182,refseq-NZ-1005531-PRJNA224116-SAMN02435930-GCF_000267305.1-.-Escherichia_coli_EC4439.fna,545671,GCF_000267305.2,Escherichia coli EC4439 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/305/GCF_000267305.2_ASM26730v2/GCF_000267305.2_ASM26730v2_genomic.fna.gz,GCF_000267305.2.fasta.gz,957258f17f13a5c11153981edf8832c5
183,refseq-NZ-1005550-PRJNA224116-SAMN00808713-GCF_000303395.1-.-Escherichia_coli_EC1865.fna,547831,GCF_000303395.2,Escherichia coli EC1865 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/303/395/GCF_000303395.2_ASM30339v2/GCF_000303395.2_ASM30339v2_genomic.fna.gz,GCF_000303395.2.fasta.gz,80c580ca412339c9374f4f7241decfda
184,refseq-NZ-1005558-PRJNA224116-SAMN00794592-GCF_000303995.1-.-Escherichia_coli_5905.fna,548241,GCF_000303995.2,Escherichia coli 5905 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/303/995/GCF_000303995.2_ASM30399v2/GCF_000303995.2_ASM30399v2_genomic.fna.gz,GCF_000303995.2.fasta.gz,70db2405686a93fccf0d53aecebbee49
185,refseq-NZ-1005560-PRJNA224116-SAMN00794594-GCF_000304035.1-.-Escherichia_coli_EC96038.fna,548271,GCF_000304035.2,Escherichia coli EC96038 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/035/GCF_000304035.2_ASM30403v2/GCF_000304035.2_ASM30403v2_genomic.fna.gz,GCF_000304035.2.fasta.gz,a8de1777faa81ab57c6676da47bb6322
186,refseq-NZ-1005561-PRJNA224116-SAMN02435973-GCF_000304055.1-.-Escherichia_coli_5412.fna,548291,GCF_000304055.2,Escherichia coli 5412 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/055/GCF_000304055.2_ASM30405v2/GCF_000304055.2_ASM30405v2_genomic.fna.gz,GCF_000304055.2.fasta.gz,e7ca2f93a77caf99fd5929436c3ed94a
187,refseq-NZ-1005566-PRJNA224116-SAMN00808699-GCF_000303655.1-.-Escherichia_coli_07798.fna,548021,GCF_000303655.2,Escherichia coli 07798 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/303/655/GCF_000303655.2_ASM30365v2/GCF_000303655.2_ASM30365v2_genomic.fna.gz,GCF_000303655.2.fasta.gz,3cecaa8095cd620774dcaf44bccbdea0
188,refseq-NZ-1048266-PRJNA181572-SAMN02596705-.-.-Escherichia_coli_O104_H4_str._09_7901.fna,467788,GCF_000235225.1,Escherichia coli O104:H4 str. 09-7901 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/225/GCF_000235225.1_Esch_coli_09-7901_V2/GCF_000235225.1_Esch_coli_09-7901_V2_genomic.fna.gz,GCF_000235225.1.fasta.gz,a3dbf4ee6be9844f9ab2377a706e45b4
189,refseq-NZ-1051349-PRJNA188365-SAMN01112590-NZ_AOEI-.-Escherichia_coli_PA11.fna,549731,GCF_000335415.2,Escherichia coli PA11 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/415/GCF_000335415.2_ASM33541v2/GCF_000335415.2_ASM33541v2_genomic.fna.gz,GCF_000335415.2.fasta.gz,c11af4f9676aba34b6519560800613ab
190,refseq-NZ-1051351-PRJNA188366-SAMN01112591-NZ_AOEJ-.-Escherichia_coli_PA19.fna,549671,GCF_000335335.2,Escherichia coli PA19 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/335/GCF_000335335.2_ASM33533v2/GCF_000335335.2_ASM33533v2_genomic.fna.gz,GCF_000335335.2.fasta.gz,9b747a7aea863d346c9a5b582ddaf3ef
191,refseq-NZ-1068618-PRJNA181580-SAMN02596712-.-.-Escherichia_coli_O104_H4_str._11_4632_C2.fna,468628,GCF_000235105.1,Escherichia coli O104:H4 str. 11-4632 C2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/105/GCF_000235105.1_Esch_coli_11-4632_C2_V2/GCF_000235105.1_Esch_coli_11-4632_C2_V2_genomic.fna.gz,GCF_000235105.1.fasta.gz,7dad9b5ddb8aa2bf4bc0cd8faf3f4ae7
192,refseq-NZ-1078031-PRJNA190307-SAMN02952924-NZ_AGTJ-.-Escherichia_coli_O121_H19_str._MT_2.fna,354861,GCF_000234275.2,Escherichia coli O121:H19 str. MT#2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/234/275/GCF_000234275.2_ASM23427v3/GCF_000234275.2_ASM23427v3_genomic.fna.gz,GCF_000234275.2.fasta.gz,752be42cba233b02084d21c90e2cca23
193,refseq-NZ-1081887-PRJNA224116-SAMN01112698-GCF_000340455.1-.-Escherichia_coli_09BKT078844.fna,552361,GCF_000340455.2,Escherichia coli 09BKT078844 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/455/GCF_000340455.2_ASM34045v2/GCF_000340455.2_ASM34045v2_genomic.fna.gz,GCF_000340455.2.fasta.gz,efe8886239ede1a94432724f168616a0
194,refseq-NZ-1089445-PRJNA180421-SAMN02470913-NZ_AJPQ-.-Escherichia_coli_AI27.fna,482448,GCF_000259135.1,Escherichia coli AI27 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/135/GCF_000259135.1_ECAI27.hybrid.1/GCF_000259135.1_ECAI27.hybrid.1_genomic.fna.gz,GCF_000259135.1.fasta.gz,8191d66b5c378e4ad9c98dd820b62f88
195,refseq-NZ-1090927-PRJNA224116-SAMN02472043-GCF_000353545.1-.-Escherichia_coli_O104_H4_str._E92_11.fna,567198,GCF_000353545.1,Escherichia coli O104:H4 str. E92/11 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/353/545/GCF_000353545.1_E92_11NrN01/GCF_000353545.1_E92_11NrN01_genomic.fna.gz,GCF_000353545.1.fasta.gz,843b5d50eba431e57db2a91209a761cf
